iter	MultiClass
236	0.1996561759
237	0.1989836869
238	0.1982258364
239	0.1976001577
240	0.1965981604
241	0.1959507905
242	0.1952185139
243	0.1945209181
244	0.193473934
245	0.1927681605
246	0.1919200712
247	0.1912145655
248	0.1907229635
249	0.1902377313
250	0.1897188677
251	0.1892645114
252	0.1884045537
253	0.1878966006
254	0.1872347398
255	0.1867770436
256	0.1862071103
257	0.1851731285
258	0.184680823
259	0.183984651
260	0.1834628787
261	0.1830319244
262	0.1825480521
263	0.1818262869
264	0.1809168386
265	0.1800441343
266	0.1793697844
267	0.1788173143
268	0.1780086371
269	0.1774229117
270	0.1766583075
271	0.1762045388
272	0.1756479262
273	0.175140831
274	0.1747923977
275	0.1740256074
276	0.1735061507
277	0.173155416
278	0.1724181486
279	0.1719600052
280	0.171264331
281	0.1708240845
282	0.170251668
283	0.1696981603
284	0.1692260958
285	0.1689553042
286	0.1682245534
287	0.1676274165
288	0.1668318947
289	0.1662665228
290	0.1654440009
291	0.1651945739
292	0.1646571633
293	0.1642211816
294	0.163438654
295	0.1628924639
296	0.1621961064
297	0.1616604206
298	0.1611429333
299	0.160665667
300	0.1602124837
301	0.1597088356
302	0.1592934537
303	0.1589965393
304	0.1587205257
305	0.1583941694
306	0.1579709405
307	0.1573794909
308	0.1568916538
309	0.1566099675
310	0.1562144858
311	0.155767801
312	0.1551721433
313	0.1547306026
314	0.1541675618
315	0.1538347162
316	0.1531641532
317	0.1527265108
318	0.1522564265
319	0.1519041047
320	0.1514479865
321	0.1510238119
322	0.1503260933
323	0.1499832455
324	0.1495589508
325	0.1491773158
326	0.1489429507
327	0.1486702675
328	0.148345708
329	0.1479739282
330	0.1476939077
331	0.1472381878
332	0.1467277387
333	0.1463341331
334	0.1460749744
335	0.1456766089
336	0.1452151261
337	0.144842749
338	0.1444968784
339	0.1442489422
340	0.1439326432
341	0.1435917467
342	0.1433932594
343	0.1431272246
344	0.1426827083
345	0.1423306083
346	0.1419040325
347	0.1413997432
348	0.1409538284
349	0.1407618523
350	0.1403776149
351	0.1399397233
352	0.1395227578
353	0.1392974916
354	0.1390118256
355	0.1387676808
356	0.1384451385
357	0.1380731557
358	0.1377158101
359	0.137242618
360	0.1365986935
361	0.1362272048
362	0.1359344759
363	0.1354656188
364	0.1349305873
365	0.1345580121
366	0.1342895142
367	0.1340263142
368	0.1336587989
369	0.1334195624
370	0.1331567611
371	0.132953438
372	0.1326460964
373	0.1323079724
374	0.1319402086
375	0.1316641631
376	0.131429319
377	0.1312564594
378	0.1309350506
379	0.1305988606
380	0.1304065473
381	0.1300558082
382	0.1297342604
383	0.129436196
384	0.1291206881
385	0.128814647
386	0.1286306997
387	0.1284109347
388	0.1282082167
389	0.1276375209
390	0.1274183339
391	0.1271158898
392	0.1268349282
393	0.1266807381
394	0.1263881072
395	0.1260178337
396	0.1257871207
397	0.1254137303
398	0.1252216235
399	0.1249097033
400	0.1245831506
401	0.1242182303
402	0.1239558373
403	0.1236587475
404	0.1233495975
405	0.1231155712
406	0.1228722487
407	0.1227005919
408	0.1224503462
409	0.1221543418
410	0.1218652781
411	0.1215204137
412	0.1210773522
413	0.1206388135
414	0.1203237733
415	0.1201238816
416	0.1196973394
417	0.1193938883
418	0.1192783977
419	0.1189155076
420	0.1186520511
421	0.1183525171
422	0.1180498682
423	0.1178730917
424	0.1177394358
425	0.1173737401
426	0.1170598852
427	0.1166264675
428	0.1163884291
429	0.1162052782
430	0.1160752977
431	0.1157755114
432	0.1155955102
433	0.1154750212
434	0.1152415839
435	0.1150508112
436	0.1148203986
437	0.1146622535
438	0.1144452153
439	0.1141146287
440	0.1139863344
441	0.1137347294
442	0.1135694898
443	0.1132397302
444	0.1130714273
445	0.1128561867
446	0.1126035593
447	0.11251313
448	0.1123814054
449	0.1121721268
450	0.1118939062
451	0.111777292
452	0.111500397
453	0.1112971846
454	0.1110438273
455	0.1107921891
456	0.1105397401
457	0.1102114857
458	0.1100584376
459	0.1099224987
460	0.1096528228
461	0.1093458711
462	0.1091104223
463	0.1088977968
464	0.1087539052
465	0.108445163
466	0.1082319446
467	0.1080218144
468	0.107793924
469	0.1076592266
470	0.1074250309
471	0.1072406758
472	0.1071212486
473	0.1069701872
474	0.1067405365
475	0.1064833369
476	0.1062723042
477	0.1060317774
478	0.10580079
479	0.1056736208
480	0.1055517226
481	0.1052937572
482	0.1049980403
483	0.1048649361
484	0.1046281201
485	0.104523212
486	0.1043466403
487	0.1041176474
488	0.1038761013
489	0.1037326345
490	0.1035466501
491	0.1034521514
492	0.1031495986
493	0.1030139936
494	0.1027510813
495	0.1024353258
496	0.1023239389
497	0.1021070459
498	0.1019562117
499	0.101747122
